asn,isp
38253,Hanoi Telecom JSC
38254,Pang-Wei Tsai
38256,Bengal Group Ltd.
38258,Sony Electronics (S) Pte. Ltd
38259,X-Net Limited
38260,Transaction Network Services
38261,PUNJ LLOYD LTD.
38263,VOCUS PTY LTD
38264,Wateen Telecom Limited
38265,Office of Info.Tech. Admin. for Educational Development
38266,Vodafone Idea Ltd. (VIL)
38271,CyberTech House
38272,China Education and Research Network (CERNET)
38274,PT MEGAXUS INFOTECH
38275,Commvault Systems India Pvt. Ltd
38277,CommuniLink
38278,Orient Telecoms Sdn. Bhd
38280,Monash University
38282,Morgan Stanley Asia Limited
38283,CHINANET SiChuan Telecom Internet Data Center
38285,VOCUS PTY LTD
38286,Phnom Penh Cable TV
38289,Pivit
38291,BASTION PAYMENT SYSTEMS
38293,Ministry of Foreign Affairs
38294,ServerWorks Ltd
38295,Alphawest Services Pty Ltd
38296,National Electronics and Computer Technology Center
38298,Redfox Internet
38299,Research and Education Advanced Network New Zealand
38301,Sky Internet
38302,UNISYS AUSTRALIA PTY LIMITED
38303,bKash Limited
38304,NTT GLOBAL NETWORKS PRIVATE LIMITED
38305,University of Otago
38306,Fiserv India
38310,ICAN Solution Private Limited
38312,Vcare Call centers India (p) Ltd.
38313,Fusion Net Ltd
38314,R Systems International Limited
38315,Gazi Communications
38319,Lincoln University
38320,PT Maxindo Mitra Solusi
38321,interTouch Pte. Ltd.
38322,TM TECHNOLOGY SERVICES SDN. BHD.
38325,WTP Resources Pte Ltd
38326,CS Loxinfo Public Company Limited
38327,Woodside Energy Limited
38328,Ministry of Finance
38330,ANYCAST HOLDINGS PTY LTD
38331,Institut Teknologi Sepuluh Nopember
38332,.au Domain Administration
38333,Symbio Networks Pty Ltd
38334,World Health Organization
38337,NIU Telecommunications Inc
38339,CNISP-Union Technology (Beijing) Co. Ltd
38340,263 Shanghai Communications Ltd.
38341,HEXIE Information technology Co. Ltd.
38342,SHANGHAI VSAT NETWORK SYSTEMS CO.LTD
38345,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.
38346,HangTian Info Network Ltd.
38357,BEIJING DATA-express tech CO.ltd
38358,3 Fuxing Road Beijing
38363,Floor 9Hua Sheng Building No.1 Lane 519 Ao Men Road
38364,RM 1706Block A
38365,Beijing Baidu Netcom Science and Technology Co. Ltd.
38367,20/F.Kuntai International Mansion
38370,China TieTong Telecommunications Corporation
38372,Room 203 No.6
38375,GSGH security LLC
38378,Bosch (China) Investment Ltd.
38379,No.9 Building No.619 Longchang Road
38380,China South Locomotive And Rolling Stock Industry Company
38381,west wing no.157dongsi west street Dongcheng
38387,CMB Sejong Broadcasting Co.Ltd
38388,Korea Copyright Protection Agency
38389,FAMOUS WORKER
38390,Goyang Office of Education
38391,Gyeonggi provincial gimpo office of education
38392,KYONGGI YANGPYEONG OFFICE OF EDUCATION
38393,Homeplus Co. Ltd.
38394,Gyeonggido Seongnam Office of Education
38395,GwangJuHaNam Office of Education
38396,Paju office of Education Gyeonggi Province
38398,Gyeonggi Uijeongbu office of Education
38399,Gyeonggi-do Yeoju Office of Education
38400,Gyeonggi-do Pyongtaek Office Education
38401,Gyeonggi Provincial Anseong Office of Education
38402,Gyeonggi Provincial Suwon Office of Education
38403,GunpoUiwang Office of Education
38404,Gyeonggi Provincial Bucheon Office of Education
38405,Gwang Myeong Office of Education
38406,Kyeonggi-Do Hwaseong Office of Education
38407,Gyeonggi-Do Ansan Office of Education
38408,GYEONGGI PROVINCIAL ANYANG OFFICE OF EDUCATION
38409,Dongducheonyangju office of Education
38410,Pocheon Office of Education
38411,Yongin office of education
38412,Gyeonggi-Do Icheon office of Education
38414,Gyeonggi  siheung office of education
38415,Guri Namyangju Office Of Education
38416,Gyeonggi Yeoncheon Office of Education
38417,Gyeonggi Province Gapyeong office of Education
38418,KOREA APPRAISAL BOARD
38420,BCCARD
38421,Mirae Asset Investment Management Co. Ltd.
38424,KOREA CABLE TELECOM
38425,Sejong Telecom
38426,KOREA RURAL ECONOMIC INSTITUTE
38427,FORCETEC Co. LTD.
38428,Korea Information Communicaions Co.
38429,Boryung Pharmaceutical Co.Ltd.
38430,Shinhan card
38431,KB Insurance
38433,Korea Fund Administration Compliance
38434,POLARISOFFICE
38437,WIC NZ Ltd
38438,Department of Communities and Justice (DCJ)
38441,Jericho Ltd.
38442,Vodafone Fiji Limited
38444,ADVANCED WIRELESS NETWORK COMPANY LIMITED
38445,Globe Telecom (GMCRINC)
38447,Campbell Brothers Limited
38448,CS Loxinfo Public Company Limited
38450,Ministry of Information Communication Technology
38452,Leo Paper Bags Manufacturing Limited
38456,SpeedCast Pacific Pty Limited
38457,Honesty Net Solution (I) Pvt Ltd
38461,Capgemini Technology Services India Limited
38462,Osaki Computer Engineering Co.Ltd
38463,AZ Communications Network Inc.
38465,Sydney Diocesan Secretariat
38466,U Mobile Sdn Bhd
38468,Yes Bank Ltd
38470,DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION
38471,BC Net Inc.
38472,Startek Australia Pty Ltd
38473,AgResearch
38474,DEPARTMENT OF AGRICULTURE WATER AND THE ENVIRONMENT
38475,China Construction Bank (Asia) Corporation Limited
38476,Gati
38477,Solarix Networks Limited
38478,SunnyVision Limited
38481,JP Morgan Chase & Co.
38482,BIZNET
38483,RCG Information Technology
38486,MTRC Corporation
38488,Telecard Limited
38491,IPVG
38493,Royal Green Communication Limited
38494,PT. Bakrie & Brothers Tbk
38495,Transpower
38496,PT Cyber Network Indonesia
38498,203.31.164.0/23
38500,PT. Cross Network Indonesia
38501,PT Solusi Lintas Data
38502,PT. MULTI DATA PALEMBANG
38505,PT Graha Multimedia Nusantara
38506,PT Pika Media Komunika
38508,PT. Cyberindo Aditama
38509,PT. Maxima Data
38510,KEMENTERIAN PERTANIAN REPUBLIK INDONESIA
38511,PT Remala Abadi
38513,PT Aplikanusa Lintasarta
38515,GRAHAMEDIA INFORMASI PT.
38516,Infokom Elektrindo PT.
38517,PT.Bangsawan Cyberindo
38522,Telindo Nusantara PT
38523,PT. SRIWIJAYA INTERNET SERVICES
38524,Laxo Global Akses PT
38525,Netsoft PT
38526,Badan Teknologi Informasi Dan Telematika Sekretariat Daerah Kota Yogyakarta
38527,JAWA POS NATIONAL NETWORK MEDIALINK PT
38529,Reliance Industries Limited
38531,Sullivan & Cromwell LLP
38532,Exabytes Network (Singapore) Pte. Ltd.
38534,IOOF SERVICE CO PTY LTD
38536,Software Technology Parks of India
38538,Oracle Corporation
38541,Trustees of the Roman Catholic Church for the Diocese of Bro
38546,CONJOINIX TECHNOLOGIES PVT. LTD.
38547,Wi-Tribe Pakistan Limited
38549,Viewbank Rise Networks
38551,JP Morgan Chase & Co.
38553,Dctech Micro Services
38554,TRUE INTERNET CORPORATION CO. LTD.
38556,Narae Networks
38559,AIA Australia Limited
38562,Innovative Online Ltd.
38564,NVIDIA
38565,Ncell Pty. Ltd.
38566,NTT (Thailand) Limited
38567,PT. Rekayasa Industri
38571,Star Broadband Services
38572,Mater Misericordiae Health Services
38573,Virtusa (India) Pvt. Ltd.
38574,Leisure and Cultural Services Department
38577,Leekie Enterprises Inc
38578,Kerry Warehouse (Hong Kong) Limited
38580,IDT Telecom
38582,CONNECTEAST PTY LTD
38583,ASE IT Networks
38584,CubeXS Pvt Ltd
38588,Felicity IDC Limited
38589,Office of Info.Tech. Admin. for Educational Development
38590,GodZone Internet Services
38591,Liquidnet Asia Limited
38592,Chittagong Online Limited.
38594,Innodata-Isogen India Pvt Ltd
38596,Innodata-Isogen India Pvt Ltd
38599,TRUE INTERNET CORPORATION CO. LTD.
38600,Smart Axiata Co. Ltd.
38603,Leisure and Cultural Services Department
38605,Rakon Ltd
38609,American Data Exchange Corporation Ltd.
38611,Bendigo Community Telco Limited
38614,IDS Bangladesh
38615,Safenet Infotech Pvt. Ltd.
38616,Worldcall Multimedia Limited (WML)
38622,Limelight Networks Inc.
38623,VIETTEL (CAMBODIA) PTE. LTD
38624,Paymark Limited
38625,CJONLINE ISP India
38626,Environmental Science & Research
38627,Baidu Inc.
38628,HIMEJI CABLE TELEVISION CORPORATION
38629,NTT Communications Corporation
38631,LINE Corporation
38633,Value Core Inc.
38634,DWANGO Co.Ltd.
38635,Keio University
38636,DeNA Co. Ltd.
38638,Ip Core Corporation
38639,NTT Communications Corporation
38641,Osaka Sangyo University
38642,Yoshizou XYZ Solutions
38643,UNIADEX LTD.
38644,INTERNET MULTIFEED CO.
38648,F-REGI Co.Ltd.
38651,MixiInc.
38652,Ginzado Co.Ltd.
38654,INES Corporation.
38658,Liquidnet Asia Limited
38660,KHNP
38661,abcle
38663,NICEINFOMATIONSERVICE
38665,KCTC
38667,KakaoBank Corp.
38668,Konkuk University Hospital
38669,LG HelloVision Corp.
38671,S-OIL Corp. Ltd
38673,Korea Cable TV Kwangju Broadcasting
38674,NLCS Jeju
38676,flexnetworks
38677,SMHiplus Corporation
38678,Kakao Corp
38679,FDIK
38680,CMB
38681,Jeollanamdo Educational Research Information Institute
38682,National Institute of Environmental Research
38683,National Electoin Commission
38684,CMB Daejeon Broadcasting Co.Ltd
38686,Tmoney co. ltd
38688,GSNeotek
38690,HyosungITX
38692,Jeollabukdo Office Of Education Research And Information Institute
38693,Korea Transportation Safety Authority
38694,CHEONGJU NATIONAL UNIVERSITY OF EDCATION
38695,bucheon university
38696,Korea Brain Research Institute
38697,Hankyong National Univercity
38698,UBASE
38700,SMILESERV
38701,Piranha Systems
38702,Hana Bank Co.
38703,KTBnetwork Co. Ltd.
38704,IDIS powertel
38705,KOREA DATA
38706,ASSETPLUS INVESTMENT MANAGEMENT Co. LTD
38707,Tosspayments
38708,EXPORT-IMPORT BANK OF KOREA
38709,NICEPAYMENTS.CO
38710,Worldcall Multimedia Limited (WML)
38712,TelNET Communication Ltd
38713,Satcomm (Pvt.) Ltd.
38714,E-Vision Internet Pty Ltd
38715,Foresightwave INC.
38716,DC West Pty Ltd
38718,CS Loxinfo Public Company Limited
38719,Dreamscape Networks PTY LTD
38720,Tech Mahindra Limited
38722,Conduent Business Services Philippines Inc.
38724,STIHL PTY LTD
38726,VTC DIGICOM
38727,Ha Noi University of Technology
38730,VIETINBANK-VN
38731,Vietel - CHT Compamy Ltd
38732,CMC Telecom Infrastructure Company
38733,CMC Telecom Infrastructure Company
38734,ENCAPITAL FINANCIAL TECHNOLOGY JOINT STOCK COMPANY.
38735,Global Data Service Joint Stock Company
38736,Vietnam Internet network information center (VNNIC)
38737,Vietnam Internet network information center (VNNIC)
38738,L.C.S Company.ltd
38739,Vietnam Internet network information center (VNNIC)
38742,Afghan Wireless Communication Company
38743,ABTINFO Systems Pvt Ltd
38744,Always On Network Bangladesh Ltd.
38746,Tech Mahindra Limited
38748,One New Zealand Group Limited
38749,RCOM Internatioanl Pty Ltd
38750,Telemedia Dinamika Sarana PT
38753,Solusindo Bintang Pratama PT
38754,PRIMEDIA ARMOEKADATA INTERNET PT.
38755,Biro Statistics
38756,PT Bintang Komunikasi Utama
38758,PT. HIPERNET INDODATA
38759,TRANSMEDIA INDONESIA PT
38760,PT Media Sarana Akses
38761,PT. Sakti Putra Mandiri
38763,PT. Cyber Bintan
38764,MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA
38765,Departemen Energi dan Sumber Daya Mineral
38766,PT. Bumi Merbabu Permai
38767,PT Awan Media Semesta
38768,PT. Platinum Network Indonesia
38769,PT. Bit Technology Nusantara
38770,PT. Tangara Mitrakom
38771,PT Cyberplus Media Pratama
38772,PT. Smartlink Global Media.
38773,CiputraNet
38775,Indonesia SIRT
38778,PT. Dutakom Wibawa Putra
38779,Badan Meteorologi dan Geofisika
38781,PT. Mitra Abdi Solusi
38783,PT. Simaya Jejaring Mandiri
38784,PT. Global Inti Corporatama
38785,PT. BORNEO BROADBAND TECHNOLOGY
38788,PT Indonesian Cloud
38793,Two Degrees Mobile Limited
38794,United Information Highway Co.Ltd.
38796,BOMBORA TECHNOLOGIES PTY LTD
38797,CNLink
38799,Indian Railway Catering and Tourism Corporation Limited
38800,Digicel Samoa Ltd
38802,Azurance Limited
38803,Wirefreebroadband Pty Ltd
38805,STXCitinet LLC
38809,VOCUS PTY LTD
38810,Cairnenergy india pty ltd
38813,Emantra Pty Ltd
38814,MEGA VANTAGE INFORMATION TECHNOLOGY (HONG KONG) LIMITED
38815,CS Loxinfo Public Company Limited
38818,YokozunaNET
38819,CSL Limited
38820,CS Loxinfo Public Company Limited
38823,Caspo Inc.
38825,Third Party Platform Pty Ltd
38826,Infinite Networks PTY LTD
38829,CW OLD PTY LTD
38830,Levart Distribution Systems Pty Ltd
38832,Fairfax Media Limited
38834,NVIDIA
38835,Buroserv Australia Pty Ltd
38837,AION TECHNOLOGIES Inc.
38839,CSPTEK LTD. CO.
38841,kbro CO. Ltd.
38842,DNS INTERNATIONAL
38843,PUMO NETWORK DIGITAL TECHNOLOGY CO.LTD
38844,National Taiwan Normal University
38845,Fu Jen Catholic University
38851,TNET Communication Inc. 10F. No.78
38852,Fun Finance Technology Co. Ltd.
38853,Paramita Digital Ltd.
38854,Zenlayer
38856,Walks Cloud Inc.
38857,Esoft Technologies Ltd.
38858,Netfilter Pty Ltd
38859,Linkly Technologies Pty Ltd
38862,Tullett Prebon Singapore Limited
38863,Gold Coast City Council
38866,Mediterranean Shipping Company (Hong Kong) Limited
38868,UNIVERSITI PUTRA MALAYSIA
38869,Skynetworks LLC
38870,BGC Partners
38872,Indian School of Business
38873,Collinson International (Hong Kong) Limited
38874,Karvy Consultants Limited
38875,Federated States of Micronesia Telecomm. Corporation
38880,Micron21 Datacentre Pty Ltd
38881,New Zealand Lotteries Commission
38883,FireNet Pty Ltd
38884,WorkCover Queensland
38886,Goverment Lottery Office
38887,NAB Investment Holdings Pty Ltd
38888,Milcom Systems Co.Ltd.
38891,Measat
38894,manageNET Pty Ltd
38896,PT. Centra Global Investama
38900,Unison Networks Limited
38901,EZECOM limited
38902,GlobalLogic India Ltd.
38903,Australian Unity Limited
38905,Consolidated Press Holdings Limited
38906,Otago Polytechnic
38909,ARDION LINE WEB DESIGN
38911,Keystart Loans Ltd
38912,NewLines Ltd.
38913,The Infrastructure Group B.V.
38914,T-Systems Multimedia Solutions GmbH
38915,Gemeente Heerlen
38916,FBD shpk
38917,INTERCOMTEL Limited Company
38919,netrebel b.v.
38920,Turkland Bank A.s.
38921,Nowa Itaka Sp. z o.o.
38922,Wiland Ltd
38923,Pawel Kowalski BGCOM
38924,Trakia Kabel OOD
38926,BDL SYSTEMES SAS
38927,Net-Build GmbH
38928,JSC GLONASS
38930,LeaseWeb Network B.V.
38931,UBIS LLC
38932,Rimex Ltd.
38933,Rakettinetti Oy
38934,Pride Limited company
38936,Herman Miller LTD
38937,Mrezne tehnologije VERSO d.o.o.
38938,SWW Wunsiedel GmbH
38942,Centrum Uslug Komputerowych GROT sp. z o.o.
38943,Knorr-Bremse AG
38946,LLC SMARTMEDIANETWORK
38947,K Network Media SRL
38948,WYSIWYG Software Design GmbH
38949,Trestel SK a.s.
38951,PJSC Rostelecom
38952,MAFRA a.s.
38955,World4You Internet Services GmbH
38956,Uppsala Kommun
38958,Alfa Telecom Ltd.
38959,LLC RadioLink
38960,Joint-stock bank ING BANK UKRAINE
38961,Consortium Industrial Group
38963,Pulsant (South Gyle) Limited
38964,MyFatDigital Ltd
38965,Rick van der Sterren trading as HostIn
38966,IntraLAN Group Limited
38967,Wirtschaftskammer Oesterreich
38968,Abu-Ghazaleh Intellectual Property
38969,Management Company CorSarNeft LLC
38970,Michiel Klaver
38971,ATOL LLC.
38972,Suhoy Log Intersat Ltd.
38974,JSC Faberlic
38976,PJSC Rostelecom
38977,Silhouette International Schmied AG
38978,Intertelecom Ltd.
38980,Priorbank JSC
38981,Raiffeisen Bank S.A.
38982,Procera Networks AB
38983,Copaco Cloud B.V.
38984,m9com Ltd.
38986,Limited LC Sputnik TELEPORT
38987,Spoldzielnia Telekomunikacyjna OST
38988,RuhrEnergie GmbH
38989,EEX European Energy Exchange AG
38990,Agnitio AS
38991,Pekao Financial Services Sp. z o o
38993,Renova-Fabrica de Papel do Almonda S.A.
38995,SC Access Media Group SRL
38996,MTS PJSC
38998,Projects Abroad (UK) Ltd
38999,Mobile Interim Company no.2 sal
39001,MTS PJSC
39002,OPTI Systems SRL
39005,MEDI@LYS
39007,UAB Balticum TV
39008,Raiffeisen Bank International AG S.A. Oddzial w Polsce
39010,TerraNet sal
39011,SC Birotec SRL
39013,Sonicom OOD
39014,MCCORMICK POLSKA SA
39016,ADVANCED RETAIL SYSTEM SA
39018,Nodion GmbH
39019,DALMINE S.P.A.
39020,Comvive Servidores S.L.
39022,Deep Media / V.A.J. Bruijnes (sole proprietorship)
39024,Nastech OOD
39026,ABENA DATA ApS
39027,BATYEVKA LTD
39028,JSC ER-Telecom Holding
39029,Redpill Linpro AS
39031,Khalifa University
39032,IST TELEKOM LLC
39033,Mediaoperator LLC
39034,Fotoexpert LTD
39035,ResMed GmbH & Co KG
39036,SHORO CJSC
39037,Metal Trade Overseas AG
39038,Kernel AS
39039,Stansat Stanislaw Grzesik
39040,NTS workspace AG
39041,CDS Mioduszewski
39042,LLC Global Telecom Co
39043,PP Info-Center
39045,Gazprom telecom LLC
39046,Theorema Telecom Limited
39047,Multiservice Networks Ltd.
39048,Runtime LLC
39049,Kyivski Merezhi ltd
39050,NET service solution s.r.o.
39052,Skanska IT Nordic Sweden AB
39053,IPFIX SASU
39055,INFINITY Ltd.
39056,FIZICHNA OSOBA-PIDPRIEMEC ANOHIN IGOR VALENTINOVICH
39057,DVT-Daten-Verarbeitung-Tirol GmbH
39058,Step Logic LTD
39060,Sainsbury's Supermarkets Ltd
39061,Layka Ltd.
39062,Eurobank Ergasias Services and Holdings S.A.
39063,Leitwert GmbH
39065,Southern Telecommunication Company Ltd.
39066,OJSC Kredobank
39067,ETANETAS UAB
39068,Main Telecom LLC
39069,Comunidad Autonoma de la Region de Murcia
39070,APII.IO Limited
39071,JV Optima Pharm LTD
39072,Axess OnLine SARL
39073,Branch of JSC FGC UES
39074,Sepanta Communication Development Co. Ltd
39077,Aschendorff Medien GmbH & Co. KG
39078,GDM Konsult AB
39081,RAL INFO SERV SRL
39083,DAVID-FROEHLICH
39084,LLC RINET
39085,Torunski Zaklady Materialow Opatrunkowych S.A.
39086,Nexway SAS
39087,P.A.K.T LLC
39089,Ugletelecom State Telecommunications Agency
39090,Brandl Services GmbH
39092,Baltica Breweries LLC
39093,WESTNET BROADBAND MAYO LIMITED
39095,TURKIYE VAKIFLAR BANKASI TAO
39096,Joint-stock Commercial Innovation bank UKRSIBBANK
39097,Maintel Europe Limited
39098,Bank Of Finland
39100,Stadtverwaltung Pforzheim
39101,Piter-telecom Ltd.
39102,Global Network Management Inc
39103,Moat Homes Limited
39104,OXEVA SAS
39105,CLASS IT OUTSOURCING S.R.L.
39109,Urzad Rejestracji Produktow Leczniczych Wyrobow Medycznych i Produktow Biobojcz
39112,Biuro Informacji Kredytowej S.A.
39113,Digital Solutions LLC
39114,1KEY BV
39115,NTT Global Networks Incorporated
39116,Telehouse International Corporation of Europe Ltd
39119,Cool Messages Ltd.
39120,Convergenze S.p.A.
39121,Eniseyneftegas Territorial Industrial Technical Management of Communication LLC
39122,Blacknight Internet Solutions Limited
39124,VoIPIT SRL
39125,KB Rubin Ltd.
39127,Uteam LTD
39128,IT LUX TELECOM Ltd.
39130,Merezha Plus Ltd
39131,State Educational Institution of higher professional Education Dagestan State 
39132,swissgrid ag
39133,Santander Consumer Bank S.A.
39134,United Network LLC
39135,Fiber 1 Ltd.
39137,Stralfors Svenska AB
39138,rrbone GmbH
39142,Internet Group AG
39143,Scientific-Production Enterprise Business Sviaz Holding LLC
39144,Redes Digitales de Telecomunicacion en Internet SL
39145,kyberna AG
39146,MachCloud B.V.
39147,Subsidiary Enterprise with Foreign Shares Book Club Family Leisure Club
39150,HOSTING TELECOM LTD
39151,AXESS Networks Solutions Germany GmbH
39153,SETEL-AS1
39155,JETNET WIMAX S.A
39156,First Telecom Ltd
39157,Western Union International Limited
39159,R.L Internet and Networks Ltd.
39162,Federation Agirc-Arrco
39163,Econt Express OOD.
39166,SAG Services AG
39167,PJSC Kalibr
39168,WASKO S.A.
39170,Lowell Financial Services GmbH
39171,GMINA WROCLAW
39172,Merkezi Kayit Kurulusu Anonim Sirketi
39173,DST Financial Services International Limited
39174,Walstead Krakow Sp. z o.o.
39175,TouchTec Technology Limited
39176,EXPEREO FRANCE SASU
39178,Optilink Ltd
39180,LASOTEL SAS
39183,Micro Optics Europe EOOD
39184,UltraNET Ltd
39187,Trinet Informatika d.o.o.
39188,ICON LTD
39190,Ahmad Mahmoud Hassan trading as Nour El Houda Trading & Telecommunications
39191,GNR Group LLC
39194,Vakka-Suomen Puhelin Oy
39198,Blue Media S.A.
39199,Private Enterprise RadioNet
39200,Institute for Research in Fundamental Sciences
39201,WaveCom Informatikai Kft.
39202,Global Radio Limited
39203,Inform Lykos SA
39204,Axima AB
39205,XANDRANET SRL
39208,I.P. Integration Limited
39209,E:labs AG
39211,TERMENE JUST SRL
39212,Andeo AG
39213,Adgar Investments and Development Ltd
39214,Institute of Communications and Information Technologies
39216,AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.
39217,ELMEC INFORMATICA S.P.A.
39218,Burda Digital Systems GmbH
39219,ENEA Operator Sp.z o.o.
39221,Cloud PBX Solutions TOO
39222,PP Kabel-Plus
39223,Ciklum LLC
39224,FASTBIT SRL
39227,Corpex Internet GmbH
39228,Integrated Networks Co.
39230,PAT Myronivsky Hliboproduct
39231,Digital-Tel Net Ltd
39232,Uninet LLC
39233,Blue Face Ltd.
39235,Nordic Telecom Regional s.r.o.
39237,I.T.S. SH.P.K.
39238,OKB PROGRESS LLC
39239,PHOENIX NAP LLC.
39240,SvyazTelecom Ltd.
39241,ITS INTEGRA SAS
39242,Seclan Oy
39243,PERN S.A.
39244,Iddink Digital B.V.
39246,Optical Structural Network Ltd.
39247,LvivNet Ltd.
39248,Artem Zubkov
39249,Netassist Limited
39250,HyperGrid s.r.l.
39251,NETGUARD Ltd.
39252,JSC Sukhoi Civil Aircraft
39253,Coskunoz Holding A.S.
39254,Bank Saint Petersburg PJSC
39255,Polska Grupa Gornicza S.A.
39256,FANNET TELECOM LLC
39257,Interactive Network Communications GmbH
39260,SC Visma Software SRL
39261,LPP S. A.
39262,Khartsyzsk Tube Works OJSC
39263,Ilimit Comunicacions S.L.
39264,Region Svyaz Konsalt LLC
39265,Stadtverwaltung der Stadt Bern
39266,Insurance company RESO-GARANTIA
39267,Credit Bank of Moscow JSC
39268,DeLaval International AB
39269,Kaliningrad Center of Informatization and Technical Creativity
39271,Chartres Metropole Innovations Numeriques SEM
39273,Kalaam Telecom Bahrain B.S.C.
39274,Clal Insurance Company Ltd
39276,Blue Screen SRL
39277,Mondo-Byte SRL
39278,CustomIT Oy
39279,Information Technology and Cyber Security Service P.I.
39280,Ultel LLC
39281,AVATEL TELECOM SA
39284,Sochi-Rost LLC
39285,Gartner KG
39286,NitroServ SARL
39287,ab stract
39289,OOO MediaSeti
39290,METRO Digital GmbH
39291,macroIS GmbH
39292,Duocast B.V.
39293,RT Center LLC
39294,LADA-MEDIA Ltd.
39295,Southern Communications Ltd
39296,Federation Internationale de Football Association
39297,Netgroup-Kalush Ltd.
39298,SERI BILGI TEKNOLOJILERI DESTEK HIZMETLERI VE TICARET LIMITED SIRKETI
39299,GlobalLogic Ukraine Ltd.
39303,Comiten Corp LLC
39305,GROUPE CONVERGENCE.COM SAS
39306,SC.M.G.A. CONSTRUCT SRL
39307,OLL-KOM LLC
39308,ANDISHE SABZ KHAZAR CO. P.J.S.
39310,Nitronet Sp. z o.o.
39311,Mainstream doo Beograd
39312,Luxoft Professional Romania S.R.L.
39315,Comcor Service LLC
39317,MegaPage Ltd.
39318,PS Internet Company LLC
39319,QuestZones (Europe) Limited
39320,ACTUAL I.T. d.d.
39321,Gazenergobank JSC
39323,GBU SO TSIFROVOY REGION
39324,Mediam Oy
39326,HighSpeed Office Limited
39327,Caro Comp S.R.L.
39328,SISNET NUEVAS TECNOLOGIAS S.L.
39329,Infopulse Ukraine Ltd.
39330,Arma-San Sp.J S.J Bartczuk W.I Kownaccy
39331,SPD Dmitry Mihailovich Sapega
39337,JSC Corp Soft
39341,Acxiom U.K. Limited
39342,SODEXO PASS ROMANIA SRL
39343,Dead Sea Works LTD
39344,SMAYL SISTEMS LLC
39345,BTS TELECOM & Hosting SRL
39346,SIL-MIRO COM SRL
39347,STYLISH BY A&L SRL
39348,Initiativa Ltd.
39350,Joint Stock Company BM-Bank
39351,31173 Services AB
39353,Gobierno del Principado de Asturias
39354,UAB INIT
39356,Avanti Broadband Ltd
39357,Datecs Ltd.
39358,Bank Al Bilad
39360,MOSOBLCOM LLC
39361,Yarcom LLC
39364,Hormoz IT & Network Waves Connection Co. (PJS)
39368,Mahdiar Rafiee
39369,Availo Networks AB
39370,Saudi Basic Industries Co
39371,Acknowledge Benelux B.V.
39372,Josef Edtbauer e.u.
39373,Immobilien Scout GmbH
39374,T2 Mobile LLC
39375,Telekomunikacja Podlasie Sp. z o.o.
39376,JOINT-STOCK COMPANY WORLD TRADE CENTER MOSCOW
39377,Samostalna Zanatska i Trgovinska Radnja Intercom Computers Goran Stojkovic Pred
39378,servinga GmbH
39379,Uraltelebest Ltd.
39380,Paul-Ehrlich-Institut
39381,Services Industriels de Geneve
39382,Optinium Ltd
39383,Annarsy SRL
39384,Dream Fusion - IT Services Lda
39385,UNIVERSITATEA DIN ORADEA
39386,Saudi Telecom Company JSC
39387,DELO Casopisno Zaloznisko Podjetje d.o.o.
39389,Gibson Thomas Rental Ltd
39390,Mainfreight Holding BV
39391,SANOS CONSULTING INTERNATIONAL SRL
39392,SH.cz s.r.o.
39394,NeoTel Telefonservice GmbH & Co KG
39395,SE Koreshkov Aleksey Vladimirovich
39396,NBI Systems Ltd.
39397,Az.StarNet LLC
39398,ARSENET SERVICIOS EN INTERNET S.L.
39399,Private Enterprise Firma Fenix VT
39400,London Borough of Hackney
39401,Link+ Ltd
39402,Ferrari-Networks SARL
39403,CMC Poland Sp. z o.o.
39405,FULLSAVE SAS
39406,LLC Cifrovie Seti Urala
39407,CHITATELECOM-AS
39409,Sebastian-Wilhelm Graf
39410,Anisimov Mikhail Mikhailovich
39412,Leon Sp. z o.o.
39414,ByteFetch Ltd
39415,PJSC Moscow city telephone network
39416,Infoart d.o.o.
39419,CISEL Informatique SA
39421,Sapinet SAS
39422,Yaremenko O.V.
39423,Elsynet S.r.l.
39424,Protocloud Plus LLC
39425,ELECTROSIM SRL
39426,Advanced Chemistry Development Inc.
39429,Abby Production Ltd.
39430,Bank Frick & Co. AG
39431,ArgoCom Ltd.
39433,JSC Halyk Bank
39434,Subnet LLC
39435,JSC ER-Telecom Holding
39436,Amonis OFP
39437,Tomasz SLASKI trading as SKONET ISP
39438,ITEL LLC
39440,netplusFR SA
39441,Stadtwerke Hammelburg GmbH
39442,JSC RDE Unico
39443,Internet Technology Ltd
39444,OWENTIS SAS
39445,LLC Netiks
39447,ZERTIA TELECOMUNICACIONES S.L.
39448,MYNET S.R.L.
39449,Fastcom Broadband Limited
39451,Melbourne Server Hosting Ltd
39452,Myphone LLC
39453,Ustav zdravotnickych informaci a statistiky Ceske republiky
39455,KALIANT s.r.o.
39456,Llarik s.r.o.
39457,Lufthansa Systems FligthNav AS
39458,Real Hosts Limited
39460,Wien Kanal (WKN)
39461,EDF Energy Nuclear Generation Group Ltd
39464,Star Design I&E SRL
39465,Regional Commerce Centre Ugavia OJSC
39466,Ahang Rayan Malayer Co. LTD
39468,LLC Digital Ventures
39470,ICE Data Services Limited
