tconst	averageRating	numVotes
tt3170832	8.1	420952
tt3183660	7.2	475940
tt3195644	6.1	106106
tt3205802	8.1	152149
tt3228774	7.3	233903
tt3230854	8.5	153858
tt3235888	6.8	244296
tt3263904	7.4	273883
tt3281548	7.8	205024
tt3289956	6.8	120036
tt3300542	5.9	159822
tt3315342	8.1	761064
tt3316960	7.5	136211
tt3322310	6.4	131647
tt3322312	8.6	440567
tt3322314	7.3	131754
tt3322940	5.4	160848
tt3371366	5.2	152701
tt3381008	6.2	103743
tt3385516	6.9	436193
tt3393786	6.1	160380
tt3397884	7.6	430201
tt3398228	8.8	157114
tt3402236	6.5	258919
tt3410834	5.7	123525
tt3416742	7.6	185275
tt3450958	7.4	258275
tt3460252	7.8	599445
tt3464902	7.1	257216
tt3469046	6.2	136928
tt3470600	7.1	171389
tt3480822	6.7	376491
tt3488710	7.3	129369
tt3498820	7.8	785896
tt3501632	7.9	749827
tt3521126	7.3	154902
tt3521164	7.6	336267
tt3526078	8.5	121492
tt3531824	6.5	131423
tt3532216	7.1	185801
tt3553976	7.8	219937
tt3567288	6.2	135533
tt3569230	6.9	184144
tt3606752	6.7	101459
tt3606756	7.6	297477
tt3622592	6.2	103707
tt3631112	6.5	188298
tt3640424	7.1	158456
tt3647998	8.3	138810
tt3659388	8.0	851954
tt3682448	7.6	312143
tt3704428	7.4	147903
tt3717490	5.9	108953
tt3731562	6.6	320393
tt3741700	6.0	183719
tt3741834	8.0	237131
tt3743822	6.8	130296
tt3748172	6.5	111464
tt3748528	7.8	636099
tt3749900	7.8	230860
tt3766354	6.7	161091
tt3774114	7.3	153186
tt3778644	6.9	347399
tt3783958	8.0	586210
tt3794354	6.5	140189
tt3799694	7.3	329105
tt3829266	5.3	134634
tt3846674	7.0	108785
tt3866850	9.8	102454
tt3874544	6.3	128166
tt3890160	7.6	537257
tt3896198	7.6	679570
tt3920596	8.5	199350
tt3967856	7.3	122422
tt4016454	6.2	124381
tt4016934	8.1	147886
tt4034228	7.8	283141
tt4034354	6.9	122827
tt4046784	6.3	252042
tt4052882	6.3	134446
tt4052886	8.1	324075
tt4062536	7.0	125730
tt4094724	6.0	102550
tt4116284	7.3	152990
tt4123430	6.5	283610
tt4123432	6.2	136513
tt4154664	6.8	559328
tt4154756	8.4	1073373
tt4154796	8.4	1121533
tt4158110	8.6	387435
tt4160708	7.1	276128
tt4172430	7.3	144343
tt4178092	7.0	159281
tt4179452	8.5	140372
tt4196776	6.6	228657
tt4209788	7.4	173311
tt4230076	7.2	108409
tt4236770	8.7	137361
tt4244994	7.4	155630
tt4263482	6.9	263747
tt4276820	7.2	152261
tt4283088	9.9	212571
tt4283094	9.9	150668
tt4302938	7.7	130028
tt4425200	7.4	432060
tt4438848	5.7	124029
tt4465564	4.6	103611
tt4481414	7.6	117839
tt4500922	6.2	141424
tt4501244	6.2	114644
tt4508902	8.7	159286
tt4513678	7.1	181569
tt4520988	6.8	173076
tt4530422	6.6	100058
tt4532368	6.8	105206
tt4550098	7.5	280485
tt4555426	7.4	203568
tt4566758	5.7	148678
tt4572514	7.3	103933
tt4574334	8.7	1177881
tt4630562	6.6	233076
tt4633694	8.4	525025
tt4635282	7.8	105346
tt4649466	6.7	328956
tt4651520	6.2	126579
tt4682786	6.7	101007
tt4686844	7.2	103973
tt4698684	7.8	131436
tt4701182	6.7	166288
tt4729430	8.1	150060
tt4731136	6.4	100057
tt4776998	6.0	176537
tt4777008	6.6	106133
tt4779682	5.6	172485
tt4786282	6.3	131139
tt4786824	8.7	215674
tt4846232	7.3	125013
tt4846340	7.8	230873
tt4849438	8.2	102175
tt4857264	8.0	176449
tt4881806	6.1	317233
tt4912910	7.7	333165
tt4925292	7.4	291374
tt4955642	8.2	160440
tt4972582	7.3	497899
tt4975722	7.4	308741
tt5013056	7.8	656716
tt5022702	6.6	136322
tt5027774	8.1	506129
tt5034838	6.3	209237
tt5052448	7.7	607657
tt5052474	7.0	149100
tt5057054	8.0	121340
tt5071412	8.5	314859
tt5074352	8.3	191618
tt5083738	7.5	201251
tt5095030	7.0	401955
tt5104604	7.8	169750
tt5108870	5.2	121131
tt5109280	7.3	151602
tt5109784	6.6	227356
tt5140878	6.5	135945
tt5164214	6.3	220340
tt5164432	7.5	115885
tt5171438	7.0	123240
tt5180504	8.2	490842
tt5290382	8.6	288308
tt5308322	6.6	143798
tt5311514	8.4	267791
tt5362988	7.7	252709
tt5363618	7.7	128354
tt5420376	6.6	145420
tt5433138	5.2	132249
tt5439796	7.0	151017
tt5442430	6.6	232491
tt5462602	7.5	136317
tt5463162	7.7	581145
tt5491994	9.5	145092
tt5503686	6.3	100917
tt5519340	6.3	190372
tt5555260	8.7	144275
tt5580036	7.5	216967
tt5580390	7.3	420457
tt5606664	7.3	194074
tt5638642	6.3	102312
tt5649144	7.6	115490
tt5675620	8.5	236297
tt5687612	8.7	157222
tt5700672	7.6	221624
tt5715874	7.0	155796
tt5726616	7.8	273401
tt5727208	7.4	282075
tt5742374	6.7	120188
tt5753856	8.7	383640
tt5758778	5.8	123395
tt5776858	7.4	133529
tt5788792	8.7	114442
tt5813916	8.2	108545
tt5814060	5.3	142273
tt5834204	8.4	236500
tt5848272	7.0	162127
tt5884052	6.5	164139
tt5886046	6.4	123707
tt5924366	7.6	133449
tt6027908	7.9	131985
tt6027912	7.5	217701
tt6027914	5.5	166251
tt6027916	6.0	193883
tt6027920	4.0	250975
tt6048596	7.9	124791
tt6105098	6.8	245597
tt6139732	6.9	266249
tt6146586	7.4	343743
tt6155172	7.7	158982
tt6257970	8.1	190549
tt6264654	7.1	368026
tt6266538	7.2	148556
tt6277462	5.6	104245
tt6294822	7.2	152024
tt6320628	7.4	490827
tt6334354	7.2	349411
tt6343314	7.1	126617
tt6394270	6.8	115861
tt6412452	7.3	148762
tt6443346	6.7	147860
tt6450804	6.2	178596
tt6468322	8.2	475613
tt6499752	7.5	186799
tt6565702	5.7	188189
tt6628394	7.1	151357
tt6644200	7.5	528114
tt6710474	8.1	244081
tt6723592	7.3	501182
tt6741278	8.7	136669
tt6751668	8.5	794482
tt6763664	8.6	244920
tt6806448	6.5	213464
tt6823368	6.6	244304
tt6856242	6.3	146218
tt6857112	6.8	299484
tt6966692	8.2	489349
tt7016936	8.1	119195
tt7040874	6.8	150435
tt7049682	8.2	120219
tt7069210	6.3	115779
tt7097896	5.9	223461
tt7126948	5.4	267285
tt7131622	7.6	731908
tt7137906	8.9	121586
tt7144666	6.9	135252
tt7146812	7.4	149890
tt7203552	8.3	101520
tt7221388	8.5	185259
tt7286456	8.4	1271301
tt7335184	7.7	239824
tt7349662	7.5	264617
tt7349950	6.5	266349
tt7366338	9.4	747630
tt7395114	7.1	135590
tt7401588	7.3	108019
tt7462410	7.1	104841
tt7493974	8.1	123875
tt7556122	6.6	165744
tt7631058	6.9	293461
tt7653254	7.9	309110
tt7657124	9.4	165974
tt7657566	6.3	145901
tt7660850	8.8	148386
tt7668870	7.6	163663
tt7713068	6.0	239406
tt7737786	6.4	117796
tt7740496	7.0	142743
tt7767422	8.4	280053
tt7784604	7.3	316229
tt7798634	6.8	152415
tt7846844	6.6	189276
tt7888964	7.4	249847
tt7909970	8.4	102992
tt7959026	7.0	138371
tt7975244	6.7	250956
tt7979580	7.6	108783
tt7984734	7.4	217521
tt7984766	7.3	130520
tt7991608	6.3	275296
tt8009428	7.3	117819
tt8041270	5.7	150855
tt8079248	6.8	153662
tt8097030	7.0	119601
tt8106534	6.1	177625
tt8110330	8.1	131180
tt8111088	8.7	476457
tt8178634	8.0	116838
tt8228288	7.0	225484
tt8244784	6.5	115345
tt8332922	7.2	227484
tt8367814	7.8	338351
tt8398600	8.4	135868
tt8404614	7.6	124364
tt8420184	9.1	123195
tt8466564	7.1	189710
tt8579674	8.2	585376
tt8721424	7.5	105763
tt8740790	7.4	136644
tt8772262	7.1	321757
tt8772296	8.4	184460
tt8847712	7.1	121379
tt8936646	6.7	203617
tt8946378	7.9	625752
tt9032400	6.3	339645
tt9114286	7.3	104696
tt9140554	8.2	314692
tt9140560	7.9	322691
tt9208876	7.2	220355
tt9243804	6.6	100735
tt9243946	7.3	250308
tt9288030	8.1	121658
tt9335498	8.7	102264
tt9376612	7.4	379114
tt9419884	6.9	407160
tt9421570	6.3	124931
tt9484998	7.4	159759
tt9495224	7.1	127384
tt9561862	8.4	168862
tt9620288	7.5	112727
tt9620292	7.5	173255
tt9639470	7.1	136744
tt9770150	7.3	161224
tt9777666	6.5	205730
tt9893250	6.3	133368
